openlibrary_work_key,title,original_title,description,release_year,image_url,external_rating_average,external_rating_count,first_publish_year,author_names,pages
OL19347138W,Nevermoor,Nevermoor,"A cursed girl escapes death and finds herself in a magical world-but is then tested beyond her wildest imagination

Morrigan Crow is cursed. Having been born on Eventide, the unluckiest day for any child to be born, she's blamed for all local misfortunes, from hailstorms to heart attacks--and, worst of all, the curse means that Morrigan is doomed to die at midnight on her eleventh birthday.

But as Morrigan awaits her fate, a strange and remarkable man named Jupiter North appears. Chased by black-smoke hounds and shadowy hunters on horseback, he whisks her away into the safety of a secret, magical city called Nevermoor.

It's then that Morrigan discovers Jupiter has chosen her to contend for a place in the city's most prestigious organization: the Wundrous Society. In order to join, she must compete in four difficult and dangerous trials against hundreds of other children, each boasting an extraordinary talent that sets them apart - an extraordinary talent that Morrigan insists she does not have. To stay in the safety of Nevermoor for good, Morrigan will need to find a way to pass the tests - or she'll have to leave the city to confront her deadly fate.",2017,https://covers.openlibrary.org/b/id/8458528-L.jpg,4.7777777,9,2017,Jessica Townsend,512
OL152327W,Someone to watch over me,Someone to watch over me,"Leigh Kendall is relishing her stellar Broadway acting career in her marriage to Logan Manning, scion of an old New York family, when her husband finds the perfect mountain property for their dream house. But while driving upstate on a winter’s night, Leigh is run off the road in the midst of a blinding blizzard. When she awakes in the local hospital, seriously injured, the police inform her that her husband has mysteriously disappeared, and Leigh becomes the focus of their suspicions. The more she discovers about her husband and his business affairs, the less she realizes she knew about Logan Manning. Now, Leigh is heading deeper and deeper into unknown territory—where friends and enemies are impossible to distinguish, and the truth becomes the most terrifying weapon of all in this thrilling tale filled with unrelenting suspense, unforgettable characters, and powerful traces of greed, ambition, and desire.",2000,https://covers.openlibrary.org/b/id/405991-L.jpg,4.7777777,9,2000,Judith McNaught,494
OL20159758W,The Making of a Manager,The Making of a Manager,"""Congratulations, you're a manager! After you pop the champagne, accept the shiny new title, and step into this thrilling next chapter of your career, the truth descends like a fog: you don't really know what you're doing.  That's exactly how Julie Zhuo felt when she became a rookie manager at the age of twenty-five. She stared at a long list of challenges--from hiring to firing, from meeting to messaging, from planning to pitching--and faced a thousand questions and uncertainties. How was she supposed to spin teamwork into value? How could she be a good steward of her reports' careers? What was the secret to leading with confidence in new and unexpected situations?  Now, having managed dozens of teams spanning tens to hundreds of people, Julie knows the most important lesson of all: great managers are made, not born. If you care enough to be reading this, then you care enough to be a great manager.  The Making of a Manager is a modern field guide packed everyday examples and transformative insights, including: How to tell a great manager from an average manager (illustrations included); When you should look past an awkward interview and hire someone anyway; How to build trust with your reports through not being a boss; Where to look when you lose faith and lack the answers.  Whether you're new to the job, a veteran leader, or looking to be promoted, this is the handbook you need to be the kind of manager you wish you had""--Dust jacket flap.",2019,https://covers.openlibrary.org/b/id/8805106-L.jpg,4.7777777,9,2019,Julie Zhuo,312
OL16797224W,Il segreto dei tre samurai,Il segreto dei tre samurai,"When Wild Willie showed up at my door and invited me to travel with him to Japan, I jumped at the chance. We were in search of an ancient, legendary samurai scroll that holds the secret to a long-lost fighting technique. The scroll had fallen into the wrong hands, and it was up to me and Wild Willie to track it down and save the day. But first, we would have to fight a group of talented ninjas. Holey cheese -- this would be one adventure I would never forget!",2010,https://covers.openlibrary.org/b/id/14419343-L.jpg,4.7777777,9,2010,Elisabetta Dami,111
OL8752665W,よつばと! 4,よつばと! 4,Story about Yotsuba and her neighbors in her new town.,2005,https://covers.openlibrary.org/b/id/1781486-L.jpg,4.7777777,9,2005,あずまきよひこ,190
OL15370876W,patan ni prabhuta,patan ni prabhuta,"The great Gujarati historical novel. 
The fantastic work of K M Munshi.",1975,https://covers.openlibrary.org/b/id/8314423-L.jpg,4.7777777,9,1975,Kanaiyalal Maneklal Munshi,
OL263633W,Old Path White Clouds,Old Path White Clouds,,1990,https://covers.openlibrary.org/b/id/715886-L.jpg,4.7777777,9,1990,Thích Nhất Hạnh,599
OL2719904W,Kushiel's avatar,Kushiel's avatar,"Phèdre, accompanied by protector swordsman Joscelin, journeys down a fabled river in order to rescue a childhood friend.",2003,https://covers.openlibrary.org/b/id/183252-L.jpg,4.7777777,9,2003,Jacqueline Carey,750
OL17108369W,Brown Girl Dreaming,Brown Girl Dreaming,"Newbery Honor Book 
National Book Award Finalist",2014,https://covers.openlibrary.org/b/id/7435102-L.jpg,4.6666665,12,2014,Jacqueline Woodson,360
OL17596182W,I Really Like Slop!,I Really Like Slop!,Poetry collection for beginning readers which deals with topics of interest to children.,2015,https://covers.openlibrary.org/b/id/14424603-L.jpg,4.6666665,12,2015,Mo Willems,63
OL24410778W,Immune,Immune,"Our bodies have an amazing system to defend ourselves from our deadly enemies. 

Hundreds of living things, working together, to protect you.

Unser Körper hat ein erstaunliches System, um uns vor unseren tödlichen Feinden zu verteidigen.

Hunderte von Lebewesen arbeiten zusammen, um Sie zu schützen.",2021,https://covers.openlibrary.org/b/id/10954401-L.jpg,4.6666665,12,2021,Philipp Dettmer,368
OL17332711W,Il mistero del rubino d'Oriente,Il mistero del rubino d'Oriente,"Asked by a Bollywood star for help protecting a valuable ruby, Geronimo Stilton and Hercule Poirat are inadvertently cast in the actress's film in spite of limited acting skills and are horrified when an anonymous thief makes off with the ruby.",2009,https://covers.openlibrary.org/b/id/9326153-L.jpg,4.6666665,12,2009,Elisabetta Dami,128
OL14871246W,Captain Underpants Books 1-4 Boxset (Captain Underpants),Captain Underpants Books 1-4 Boxset (Captain Underpants),"Laugh out loud with Captain Underpants, the #1 New York Times bestselling series from Dav Pilkey, the author and illustrator of Dog Man!
Meet George and Harold, two fourth graders with BIG imaginations. The only thing they enjoy more than playing practical jokes is creating their own comic books about a superhero named Captain Underpants. But nothing can prepare them for what happens when their comic-book character comes to life!This boxed set -- perfect for fans and newcomers alike -- includes the first three Captain Underpants books in full color, which feature Flip-O-Ramas, mini comics, and fun facts! There's never been a better time to add to your Underpants collection!",1999,https://covers.openlibrary.org/b/id/2480301-L.jpg,4.6666665,12,1999,Dav Pilkey,
OL279316W,Little Bear,Little Bear,"Celebrate the timeless warmth of a mother's love with the very first ever I Can Read book! 

Meet Little Bear, a friend to millions of children. And meet Mother Bear, who is there whenever Little Bear needs her. When it is cold and snowy outside, she finds just the right outfit for Little Bear to play in. When he goes to the moon, she has a hot lunch waiting for him on his return. And, of course, she never forgets his birthday.

This classic from Else Holmelund Minarik and Maurice Sendak was written in 1957 and remains as beloved today as it was then.

An ALA Notable Children's Book, this Level One I Can Read is full of warm and lovingly playful stories that are perfect for children learning to sound out words and sentences. Whether shared at home or in a classroom, the short sentences, familiar words, and simple concepts of Level One books support success for children eager to start reading on their own.",1957,https://covers.openlibrary.org/b/id/51275-L.jpg,4.6,15,1957,Else Holmelund Minarik,63
OL22106205W,Daun yang Jatuh Tak Pernah Membenci Angin,Daun yang Jatuh Tak Pernah Membenci Angin,"Dia bagai malaikat bagi keluarga kami. Merengkuh aku, adikku, dan Ibu dari kehidupan jalanan yang miskin dan nestapa. Memberikan makan, tempat berteduh, sekolah, dan janji masa depan yang lebih baik.
Dia sungguh bagai malaikat bagi keluarga kami. Memberikan kasih sayang, perhatian, dan teladan tanpa mengharap budi sekali pun. Dan lihatlah, aku membalas itu semua dengan membiarkan mekar perasaan ini.
Ibu benar, tak layak aku mencintai malaikat keluarga kami. Tak pantas. Maafkan aku, Ibu. Perasaan kagum, terpesona, atau entahlah itu muncul tak tertahankan bahkan sejak rambutku masih dikepang dua.
Sekarang, ketika aku tahu dia boleh jadi tidak pernah menganggapku lebih dari seorang adik yang tidak tahu diri, biarlah... Biarlah aku luruh ke bumi seperti sehelai daun... daun yang tidak pernah membenci angin meski harus terenggutkan dari tangkai pohonnya.",2013,https://covers.openlibrary.org/b/id/10441642-L.jpg,4.6,15,2013,Tere Liye,264
